boundary_id,impl_hash,role,machine,payload_size_bytes,operation,run,wall_clock_ms,component_work_ms,components_json,params_json,recipients,recipient_index,chunk_bytes,ciphertext_bytes,official_commit,official_version,source_hashes_json,dependency_versions_json,stream_format
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,11,4.041618000,4.019251000,"{""answers_encryption"":0.111742,""file_metadata_encryption"":0.314749,""gce_v2_delivery_encryption"":2.711224,""receipt_hash"":0.008725,""recipient_tip_key_wraps"":0.532028,""session_private_key_protection"":0.029836,""tip_keypair"":0.089437,""whistleblower_self_wrap"":0.134566,""whistleblower_session_public_key"":0.086944}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1075422,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,12,4.103005000,4.080526000,"{""answers_encryption"":0.11161,""file_metadata_encryption"":0.314638,""gce_v2_delivery_encryption"":2.786007,""receipt_hash"":0.00866,""recipient_tip_key_wraps"":0.53019,""session_private_key_protection"":0.029853,""tip_keypair"":0.088531,""whistleblower_self_wrap"":0.133219,""whistleblower_session_public_key"":0.077818}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1075038,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,13,4.095364000,4.072089000,"{""answers_encryption"":0.118253,""file_metadata_encryption"":0.337471,""gce_v2_delivery_encryption"":2.738677,""receipt_hash"":0.009104,""recipient_tip_key_wraps"":0.534048,""session_private_key_protection"":0.029791,""tip_keypair"":0.089211,""whistleblower_self_wrap"":0.137456,""whistleblower_session_public_key"":0.078078}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1073431,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,14,4.087905000,4.064920000,"{""answers_encryption"":0.111796,""file_metadata_encryption"":0.315187,""gce_v2_delivery_encryption"":2.763149,""receipt_hash"":0.009144,""recipient_tip_key_wraps"":0.534626,""session_private_key_protection"":0.030775,""tip_keypair"":0.089226,""whistleblower_self_wrap"":0.132859,""whistleblower_session_public_key"":0.078158}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1074834,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,15,4.069379000,4.048265000,"{""answers_encryption"":0.111858,""file_metadata_encryption"":0.320665,""gce_v2_delivery_encryption"":2.806028,""receipt_hash"":0.009174,""recipient_tip_key_wraps"":0.51984,""session_private_key_protection"":0.023842,""tip_keypair"":0.09463,""whistleblower_self_wrap"":0.10912,""whistleblower_session_public_key"":0.053108}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1082389,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,16,3.915116000,3.892627000,"{""answers_encryption"":0.111914,""file_metadata_encryption"":0.314218,""gce_v2_delivery_encryption"":2.582609,""receipt_hash"":0.008607,""recipient_tip_key_wraps"":0.527017,""session_private_key_protection"":0.047706,""tip_keypair"":0.088305,""whistleblower_self_wrap"":0.133007,""whistleblower_session_public_key"":0.079244}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1081611,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,17,3.908184000,3.887384000,"{""answers_encryption"":0.111661,""file_metadata_encryption"":0.314746,""gce_v2_delivery_encryption"":2.679841,""receipt_hash"":0.00731,""recipient_tip_key_wraps"":0.527545,""session_private_key_protection"":0.022452,""tip_keypair"":0.0612,""whistleblower_self_wrap"":0.109532,""whistleblower_session_public_key"":0.053097}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1071328,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,18,4.059847000,4.036757000,"{""answers_encryption"":0.111462,""file_metadata_encryption"":0.3216,""gce_v2_delivery_encryption"":2.743507,""receipt_hash"":0.00869,""recipient_tip_key_wraps"":0.519885,""session_private_key_protection"":0.031932,""tip_keypair"":0.089346,""whistleblower_self_wrap"":0.132201,""whistleblower_session_public_key"":0.078134}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1074152,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,19,4.061235000,4.038869000,"{""answers_encryption"":0.118289,""file_metadata_encryption"":0.314895,""gce_v2_delivery_encryption"":2.740496,""receipt_hash"":0.008662,""recipient_tip_key_wraps"":0.519685,""session_private_key_protection"":0.032532,""tip_keypair"":0.088655,""whistleblower_self_wrap"":0.137949,""whistleblower_session_public_key"":0.077706}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1079408,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,20,3.660826000,3.642582000,"{""answers_encryption"":0.111197,""file_metadata_encryption"":0.314498,""gce_v2_delivery_encryption"":2.395836,""receipt_hash"":0.008494,""recipient_tip_key_wraps"":0.525237,""session_private_key_protection"":0.019597,""tip_keypair"":0.105117,""whistleblower_self_wrap"":0.109386,""whistleblower_session_public_key"":0.05322}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1074015,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,21,3.899978000,3.880531000,"{""answers_encryption"":0.111849,""file_metadata_encryption"":0.315206,""gce_v2_delivery_encryption"":2.670104,""receipt_hash"":0.006454,""recipient_tip_key_wraps"":0.526442,""session_private_key_protection"":0.027024,""tip_keypair"":0.060698,""whistleblower_self_wrap"":0.109616,""whistleblower_session_public_key"":0.053138}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1076078,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,22,4.088615000,4.066717000,"{""answers_encryption"":0.112107,""file_metadata_encryption"":0.315405,""gce_v2_delivery_encryption"":2.771816,""receipt_hash"":0.008669,""recipient_tip_key_wraps"":0.526648,""session_private_key_protection"":0.02991,""tip_keypair"":0.089422,""whistleblower_self_wrap"":0.134957,""whistleblower_session_public_key"":0.077783}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1074711,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,23,3.866745000,3.844610000,"{""answers_encryption"":0.112318,""file_metadata_encryption"":0.321089,""gce_v2_delivery_encryption"":2.547611,""receipt_hash"":0.008745,""recipient_tip_key_wraps"":0.519539,""session_private_key_protection"":0.032395,""tip_keypair"":0.087647,""whistleblower_self_wrap"":0.137498,""whistleblower_session_public_key"":0.077768}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1068716,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,24,3.868312000,3.846393000,"{""answers_encryption"":0.124236,""file_metadata_encryption"":0.315198,""gce_v2_delivery_encryption"":2.544927,""receipt_hash"":0.008622,""recipient_tip_key_wraps"":0.520066,""session_private_key_protection"":0.02925,""tip_keypair"":0.089035,""whistleblower_self_wrap"":0.137127,""whistleblower_session_public_key"":0.077932}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1077879,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,25,3.995984000,3.973817000,"{""answers_encryption"":0.111746,""file_metadata_encryption"":0.314732,""gce_v2_delivery_encryption"":2.672918,""receipt_hash"":0.008673,""recipient_tip_key_wraps"":0.525464,""session_private_key_protection"":0.029981,""tip_keypair"":0.088409,""whistleblower_self_wrap"":0.135162,""whistleblower_session_public_key"":0.086732}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1071977,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
GLSubmitCrypto/globaleaks-5.0.99/receipt-session-selfwrap-answers-filemeta-r5-gcev2-official-delivery/v1,0c83ba1681bd140e4f290506635869053deb5d50cd29d6138c03c1906332d6e4,comparison,xeon-server,1048576,GLSubmitCrypto,26,4.003629000,3.981482000,"{""answers_encryption"":0.111729,""file_metadata_encryption"":0.314766,""gce_v2_delivery_encryption"":2.691891,""receipt_hash"":0.009166,""recipient_tip_key_wraps"":0.52705,""session_private_key_protection"":0.027729,""tip_keypair"":0.089784,""whistleblower_self_wrap"":0.131133,""whistleblower_session_public_key"":0.078234}","{""chunk_bytes"":65536,""payload_size_bytes"":1048576,""recipient_index"":""all"",""recipients"":5,""stream_format"":""GCE-v2-SecretStream""}",5,all,65536,1081708,8e015fd4cb8d56c54b8c9d9e0e695d6e815510f5,5.0.99,"{""backend/globaleaks/handlers/recipient/rtip.py"":""cb3235078545a5ea8d2ce8f6d4f9718499a29c26de49e2f9b763cc2f72e73e3e"",""backend/globaleaks/handlers/whistleblower/submission.py"":""5b0ffa938b25364c1b8ae8b2d14b7fa63c720c09f02ecf8f495b9a1d01190953"",""backend/globaleaks/jobs/delivery.py"":""7146617caa85fe73ab72fb5d051395f21e93091a91c801217d52455195323863"",""backend/globaleaks/utils/crypto.py"":""feccc66f8dba25ab9aa903260409bfd6e3a819b3b9634f9d9f2c290bee2521b5"",""backend/requirements/requirements.txt.noble"":""8eae78b00ac8762b4ccaaee6db49cc6acd8b95583d98ecbdd6fe8e22055ec199""}","{""PyNaCl"":""1.5.0"",""Twisted"":""24.3.0"",""cryptography"":""41.0.7"",""pyotp"":""2.9.0""}",GCE-v2-SecretStream
